key;sha1[string];Tags descriptifs[multi_tags];HS[checkbox];nom_dossier_H[multi_tags];tweet_id_0;tweet_url_0;sha1;folder_img_id;img_steak_id;user_id_0;user_name_0;location;lang;account_creation_date_0;followers_0;friends_0;tweet_creation_date_0;tweet_creation_timestamp_0;status;tweet_id_1;tweet_creation_date_1;user_id_1;user_name_1;location_1;lang_1;account_creation_date_1;followers_1;friends_1;tweet_id_2;tweet_creation_date_2;user_id_2;user_name_2;location_2;lang_2;account_creation_date_2;followers_2;friends_2;col_38;user_name_PO;tweet_creation_date_PO;account_creation_date_PO;followers_PO;friends_PO
1e8060e3e3ff0310_10484_ffffdf981808007a_b49e39b15164c5ddb6301e73a134cbd11a4b59f0.jpg;53466362b003a03d9c01650ca504cdde5912b578;LouisBoyard;;boyard 2;1091759134041690113;https://twitter.com/i/web/status/1091759134041690113;b49e39b15164c5ddb6301e73a134cbd11a4b59f0;0;0;855139864123252736;Marouan_hello;Paris, France;fr;20/04/2017 19:23:26;57;23;02/02/2019 18:03:56;1549130636116;o;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0;Marouan_hello;2019-02-02 18:03:56;2017-04-20 19:23:26;57;23
1e8060e3e3ff0310_10484_ffffdf981808007a_b49e39b15164c5ddb6301e73a134cbd11a4b59f0.jpg;53466362b003a03d9c01650ca504cdde5912b578;LouisBoyard;;boyard 2;1091759274349473797;https://twitter.com/i/web/status/1091759274349473797;b49e39b15164c5ddb6301e73a134cbd11a4b59f0;0;0;125053257;SoisFidl;Paris, France;fr;21/03/2010 14:35:20;184;19;02/02/2019 18:04:29;1549130669568;RT;1091759134041690113;02/02/2019 18:03:56;855139864123252736;Marouan_hello;Paris, France;fr;20/04/2017 19:23:26;57;23;-;-;-;-;-;-;-;-;-;1;Marouan_hello;2019-02-02 18:03:56;2017-04-20 19:23:26;57;23
1e8060e3e3ff0310_10484_ffffdf981808007a_b49e39b15164c5ddb6301e73a134cbd11a4b59f0.jpg;53466362b003a03d9c01650ca504cdde5912b578;LouisBoyard;;boyard 2;1091759384546496513;https://twitter.com/i/web/status/1091759384546496513;b49e39b15164c5ddb6301e73a134cbd11a4b59f0;0;0;997008703214833664;leCommentateur5;;en;17/05/2018 06:59:33;1;57;02/02/2019 18:04:55;1549130695841;RT;1091759134041690113;02/02/2019 18:03:56;855139864123252736;Marouan_hello;Paris, France;fr;20/04/2017 19:23:26;57;23;-;-;-;-;-;-;-;-;-;1;Marouan_hello;2019-02-02 18:03:56;2017-04-20 19:23:26;57;23
1e8060e3e3ff0310_10484_ffffdf981808007a_b49e39b15164c5ddb6301e73a134cbd11a4b59f0.jpg;53466362b003a03d9c01650ca504cdde5912b578;LouisBoyard;;boyard 2;1091759547813974018;https://twitter.com/i/web/status/1091759547813974018;b49e39b15164c5ddb6301e73a134cbd11a4b59f0;0;0;534645170;lUMPmatuer;Voie lactée;fr;23/03/2012 19:23:10;11054;10779;02/02/2019 18:05:34;1549130734767;RT;1091759134041690113;02/02/2019 18:03:56;855139864123252736;Marouan_hello;Paris, France;fr;20/04/2017 19:23:26;58;23;-;-;-;-;-;-;-;-;-;1;Marouan_hello;2019-02-02 18:03:56;2017-04-20 19:23:26;58;23
1e8060e3e3ff0310_10484_ffffdf981808007a_b49e39b15164c5ddb6301e73a134cbd11a4b59f0.jpg;53466362b003a03d9c01650ca504cdde5912b578;LouisBoyard;;boyard 2;1091760575594545153;https://twitter.com/i/web/status/1091760575594545153;b49e39b15164c5ddb6301e73a134cbd11a4b59f0;0;0;736528026;Khesa_MM;France | Liban | Argenteuil;fr;04/08/2012 10:47:24;929;4262;02/02/2019 18:09:39;1549130979809;RT;1091759134041690113;02/02/2019 18:03:56;855139864123252736;Marouan_hello;Paris, France;fr;20/04/2017 19:23:26;58;23;-;-;-;-;-;-;-;-;-;1;Marouan_hello;2019-02-02 18:03:56;2017-04-20 19:23:26;58;23
1e8060e3e3ff0310_10484_ffffdf981808007a_b49e39b15164c5ddb6301e73a134cbd11a4b59f0.jpg;53466362b003a03d9c01650ca504cdde5912b578;LouisBoyard;;boyard 2;1091760657073139715;https://twitter.com/i/web/status/1091760657073139715;b49e39b15164c5ddb6301e73a134cbd11a4b59f0;0;0;1062771416779685889;FidlLorient;Lorient, France;fr;14/11/2018 18:17:05;38;80;02/02/2019 18:09:59;1549130999235;RT;1091759134041690113;02/02/2019 18:03:56;855139864123252736;Marouan_hello;Paris, France;fr;20/04/2017 19:23:26;58;23;-;-;-;-;-;-;-;-;-;1;Marouan_hello;2019-02-02 18:03:56;2017-04-20 19:23:26;58;23
1e8060e3e3ff0310_10484_ffffdf981808007a_b49e39b15164c5ddb6301e73a134cbd11a4b59f0.jpg;53466362b003a03d9c01650ca504cdde5912b578;LouisBoyard;;boyard 2;1091761075752706048;https://twitter.com/i/web/status/1091761075752706048;b49e39b15164c5ddb6301e73a134cbd11a4b59f0;0;0;922935270063988736;Rault_Alexandre;Ploemeur, France;fr;24/10/2017 21:18:10;103;848;02/02/2019 18:11:39;1549131099056;RT;1091759134041690113;02/02/2019 18:03:56;855139864123252736;Marouan_hello;Paris, France;fr;20/04/2017 19:23:26;58;27;-;-;-;-;-;-;-;-;-;1;Marouan_hello;2019-02-02 18:03:56;2017-04-20 19:23:26;58;27
1e8060e3e3ff0310_10484_ffffdf981808007a_b49e39b15164c5ddb6301e73a134cbd11a4b59f0.jpg;53466362b003a03d9c01650ca504cdde5912b578;LouisBoyard;;boyard 2;1091761114692706304;https://twitter.com/i/web/status/1091761114692706304;b49e39b15164c5ddb6301e73a134cbd11a4b59f0;0;0;1058137933344071681;fixnso;;fr;01/11/2018 23:25:17;35;83;02/02/2019 18:11:48;1549131108340;RT;1091759134041690113;02/02/2019 18:03:56;855139864123252736;Marouan_hello;Paris, France;fr;20/04/2017 19:23:26;59;27;-;-;-;-;-;-;-;-;-;1;Marouan_hello;2019-02-02 18:03:56;2017-04-20 19:23:26;59;27
1e8060e3e3ff0310_10484_ffffdf981808007a_b49e39b15164c5ddb6301e73a134cbd11a4b59f0.jpg;53466362b003a03d9c01650ca504cdde5912b578;LouisBoyard;;boyard 2;1091761622710960130;https://twitter.com/i/web/status/1091761622710960130;b49e39b15164c5ddb6301e73a134cbd11a4b59f0;0;0;1009190651945213952;OMB2_;Édoras;en;19/06/2018 21:46:16;41;34;02/02/2019 18:13:49;1549131229461;RT;1091759134041690113;02/02/2019 18:03:56;855139864123252736;Marouan_hello;Paris, France;fr;20/04/2017 19:23:26;59;27;-;-;-;-;-;-;-;-;-;1;Marouan_hello;2019-02-02 18:03:56;2017-04-20 19:23:26;59;27
1e8060e3e3ff0310_10484_ffffdf981808007a_b49e39b15164c5ddb6301e73a134cbd11a4b59f0.jpg;53466362b003a03d9c01650ca504cdde5912b578;LouisBoyard;;boyard 2;1091762472711831552;https://twitter.com/i/web/status/1091762472711831552;b49e39b15164c5ddb6301e73a134cbd11a4b59f0;0;0;616274734;KaplanBen_Fr;France;fr;23/06/2012 16:49:32;3129;3453;02/02/2019 18:17:12;1549131432117;RT;1091759134041690113;02/02/2019 18:03:56;855139864123252736;Marouan_hello;Paris, France;fr;20/04/2017 19:23:26;59;27;-;-;-;-;-;-;-;-;-;1;Marouan_hello;2019-02-02 18:03:56;2017-04-20 19:23:26;59;27
